A palavra  aparece 21 vezes
A palavra FORTALEZA aparece 3 vezes
A palavra ESSENCIAL aparece 2 vezes
A palavra ASSOBRADADA aparece 1 vezes
A palavra ESTREMEÇÕES aparece 1 vezes
A palavra JOÃO aparece 9 vezes
A palavra PEDRAS aparece 1 vezes
A palavra DAR-ME aparece 1 vezes
A palavra «A aparece 9 vezes
A palavra ILLUMINAR-ME aparece 1 vezes
A palavra TINHAMOS aparece 8 vezes
A palavra FINO aparece 2 vezes
A palavra MOVIMENTO aparece 3 vezes
A palavra SACRIFICADO aparece 1 vezes
A palavra PERMITTIA aparece 3 vezes
A palavra PENSÁRA aparece 1 vezes
A palavra SAIR-ME aparece 1 vezes
A palavra DAR-LH'A aparece 1 vezes
A palavra METTERAM aparece 1 vezes
A palavra COMPRAVA-OS aparece 1 vezes
A palavra COMNOSCO aparece 13 vezes
A palavra VERSICULOS aparece 1 vezes
A palavra LX aparece 2 vezes
A palavra MOSTRAVA-LHE aparece 1 vezes
A palavra QUIETO aparece 1 vezes
A palavra DELLES aparece 21 vezes
A palavra ACÓDE-ME aparece 2 vezes
A palavra METTE aparece 1 vezes
A palavra ATTENTAMENTE aparece 1 vezes
A palavra LEVANTAVA-ME aparece 1 vezes
A palavra ESCANCHOU-ME aparece 1 vezes
A palavra BY aparece 30 vezes
A palavra DEVEMOS aparece 1 vezes
A palavra MANDARAM-ME aparece 1 vezes
A palavra MEDALHÕES aparece 1 vezes
A palavra NOVA aparece 25 vezes
A palavra MOÇA aparece 24 vezes
A palavra DÁ-LHE aparece 1 vezes
A palavra OPINAR aparece 3 vezes
A palavra ENSINASSEM aparece 2 vezes
A palavra VIA-SE aparece 1 vezes
A palavra MARCOLINI aparece 2 vezes
A palavra DORMIA aparece 4 vezes
A palavra DEVIAMOS aparece 2 vezes
A palavra PROVAR aparece 1 vezes
A palavra PEDRA aparece 5 vezes
A palavra PERFEITAMENTE aparece 5 vezes
A palavra SECOND aparece 2 vezes
A palavra ESPECULADOR aparece 1 vezes
A palavra IRONIAS aparece 1 vezes
A palavra DESMENTIMOS aparece 1 vezes
A palavra GRATO aparece 1 vezes
A palavra SALVAR-ME aparece 1 vezes
A palavra ROTHSCHILD aparece 1 vezes
A palavra ENFIADOS aparece 3 vezes
A palavra LATIM aparece 22 vezes
A palavra DIVERSOS aparece 1 vezes
A palavra ALONGAR aparece 1 vezes
A palavra CONSULTEI aparece 2 vezes
A palavra LOUVOR aparece 3 vezes
A palavra LAURA aparece 2 vezes
A palavra TRAGAR-ME aparece 1 vezes
A palavra PROCURAR aparece 1 vezes
A palavra CAMINHA aparece 1 vezes
A palavra BENGALÃO aparece 1 vezes
A palavra RETEVE-ME aparece 1 vezes
A palavra AUGUSTISSIMO aparece 1 vezes
A palavra NASCER aparece 4 vezes
A palavra ACCEITAR aparece 3 vezes
A palavra ENCAIXILHOU-AS aparece 1 vezes
A palavra XXXII aparece 2 vezes
A palavra DEMORADA aparece 2 vezes
A palavra ESPONTANEAMENTE aparece 2 vezes
A palavra APEAVA-SE aparece 1 vezes
A palavra ENCHENTE aparece 1 vezes
A palavra EGUALMENTE aparece 5 vezes
A palavra ACASO aparece 11 vezes
A palavra ESGARÇAM aparece 1 vezes
A palavra CANTAR aparece 3 vezes
A palavra PRIMA aparece 61 vezes
A palavra ENTERNECIA aparece 1 vezes
A palavra BATEL-AS aparece 1 vezes
A palavra APROVEITARIA aparece 1 vezes
A palavra IMPORTOU aparece 1 vezes
A palavra MUDAR-SE aparece 1 vezes
A palavra LEVANTASSE aparece 1 vezes
A palavra GRAVURA aparece 2 vezes
A palavra CONTINUAR aparece 1 vezes
A palavra DEMORASSE aparece 1 vezes
A palavra ESCUTAVAMOS aparece 1 vezes
A palavra CRESPO aparece 1 vezes
A palavra COMBINAR aparece 1 vezes
A palavra APPELLIDO aparece 1 vezes
A palavra IMPÔR-LHE aparece 1 vezes
A palavra UP aparece 3 vezes
A palavra INSTRUMENTOS aparece 1 vezes
A palavra PRENDER aparece 3 vezes
A palavra DEFECTS aparece 1 vezes
A palavra VER-NOS aparece 2 vezes
A palavra COMMETTIA aparece 1 vezes
A palavra FORM aparece 4 vezes
A palavra TIO aparece 56 vezes
A palavra «POIS aparece 1 vezes
A palavra INDIVIDUO aparece 1 vezes
A palavra SAME aparece 1 vezes
A palavra ESCARNEO aparece 1 vezes
A palavra ALLIAR aparece 1 vezes
A palavra FINALMENTE aparece 9 vezes
A palavra ESPETOU-ME aparece 1 vezes
A palavra MULTIPLIQUE aparece 1 vezes
A palavra BANQUEIRO aparece 1 vezes
A palavra PENSASSE aparece 4 vezes
A palavra MORAL aparece 9 vezes
A palavra DIREI aparece 5 vezes
A palavra CXLVI aparece 2 vezes
A palavra JUSTAS aparece 1 vezes
A palavra DE aparece 1977 vezes
A palavra BEBER aparece 3 vezes
A palavra COMPARADA aparece 1 vezes
A palavra TROCADOS aparece 1 vezes
A palavra ANTERIOR aparece 9 vezes
A palavra REMUNERAÇÃO aparece 1 vezes
A palavra REFAZEL-AS aparece 1 vezes
A palavra EXIGIA aparece 1 vezes
A palavra CAMINHÁMOS aparece 1 vezes
A palavra ENXUGOU aparece 6 vezes
A palavra VELHOS aparece 10 vezes
A palavra NOTAS aparece 3 vezes
A palavra PASSEANDO aparece 1 vezes
A palavra CENSUROU aparece 1 vezes
A palavra SENDING aparece 1 vezes
A palavra CURIOSO aparece 4 vezes
A palavra ENTENDENDO aparece 1 vezes
A palavra SYMPATHIA aparece 5 vezes
A palavra METTI-O aparece 1 vezes
A palavra GASTAVA aparece 1 vezes
A palavra DRAMATURGO aparece 1 vezes
A palavra PONTO aparece 27 vezes
A palavra DEDO aparece 3 vezes
A palavra HUMILHAÇÃO aparece 1 vezes
A palavra DÓ aparece 2 vezes
A palavra PUZ aparece 2 vezes
A palavra CONFUSA aparece 1 vezes
A palavra SAÍA aparece 9 vezes
A palavra TAMBEM aparece 189 vezes
A palavra RECEIO aparece 9 vezes
A palavra SONHAVA aparece 1 vezes
A palavra EMPREGADO aparece 1 vezes
A palavra ADÃO aparece 1 vezes
A palavra PROMPTOS aparece 1 vezes
A palavra VERMELHAS aparece 1 vezes
A palavra PRESA aparece 2 vezes
A palavra DESCRIPÇÃO aparece 1 vezes
A palavra RIAS aparece 1 vezes
A palavra DESOBRIGA aparece 1 vezes
A palavra GUARDE aparece 1 vezes
A palavra ACHE aparece 1 vezes
A palavra ALIA aparece 1 vezes
A palavra CULTORES aparece 1 vezes
A palavra ATRAPALHADOS aparece 1 vezes
A palavra NÓ aparece 1 vezes
A palavra «MUITOS aparece 1 vezes
A palavra VELADA aparece 1 vezes
A palavra AFFLIGE aparece 1 vezes
A palavra INACCURATE aparece 1 vezes
A palavra JEHOVAH aparece 1 vezes
A palavra CONTOS aparece 4 vezes
A palavra VEXADA aparece 2 vezes
A palavra PARECERÁ aparece 1 vezes
A palavra LASTIMAVA aparece 1 vezes
A palavra VEZO aparece 1 vezes
A palavra VENDO aparece 4 vezes
A palavra EXAMINA aparece 1 vezes
A palavra ECONOMIA aparece 2 vezes
A palavra XXIX aparece 2 vezes
A palavra CALÇAR aparece 1 vezes
A palavra DEIXEI aparece 13 vezes
A palavra BRANQUEAVAM aparece 1 vezes
A palavra FALAR-LHE-HIA aparece 1 vezes
A palavra METROPOLE aparece 1 vezes
A palavra DORMIAM aparece 2 vezes
A palavra GIROS aparece 1 vezes
A palavra SANTISSIMA aparece 2 vezes
A palavra CXIX aparece 2 vezes
A palavra APPARECEM aparece 1 vezes
A palavra POTENCIAS aparece 1 vezes
A palavra PILHERIAS aparece 1 vezes
A palavra ACCEPTING aparece 1 vezes
A palavra ADMITTI-ME aparece 1 vezes
A palavra 1.F.3 aparece 5 vezes
A palavra CHORO aparece 3 vezes
A palavra NAMORANDO aparece 1 vezes
A palavra ADOECIDO aparece 1 vezes
A palavra ORIGEM aparece 3 vezes
A palavra DISSERTAÇÃO aparece 1 vezes
A palavra CORDAVÃO aparece 1 vezes
A palavra VENEZIANA aparece 1 vezes
A palavra BISPO» aparece 1 vezes
A palavra AZEVEDO aparece 1 vezes
A palavra COBRIL-OS aparece 1 vezes
A palavra PRESILHAS aparece 4 vezes
A palavra APALPEI aparece 2 vezes
A palavra RECEBEL-O aparece 1 vezes
A palavra RELANCEI aparece 1 vezes
A palavra VELLEIDADE aparece 1 vezes
A palavra XXXV aparece 2 vezes
A palavra ARRANJAR aparece 2 vezes
A palavra FAMILIARMENTE aparece 1 vezes
A palavra INFLUIR aparece 1 vezes
A palavra INTERIORES aparece 1 vezes
A palavra LEVAL-OS aparece 1 vezes
A palavra MÃE» aparece 1 vezes
A palavra IMAGEM aparece 6 vezes
A palavra APAGAM-SE aparece 1 vezes
A palavra CASTA aparece 2 vezes
A palavra LINGUAGEM aparece 2 vezes
A palavra PATER aparece 1 vezes
A palavra CORREU aparece 5 vezes
A palavra MIRAL-OS aparece 1 vezes
A palavra CHORAES aparece 1 vezes
A palavra SUSPENDERAM aparece 1 vezes
A palavra TIVESSE aparece 16 vezes
A palavra CINTA aparece 2 vezes
A palavra ENTROU-ME aparece 1 vezes
A palavra MAGNIFICO aparece 1 vezes
A palavra MODERAÇÃO aparece 2 vezes
A palavra AMEAÇANDO aparece 1 vezes
A palavra MUDADO aparece 3 vezes
A palavra TITULO aparece 15 vezes
A palavra POLITICA aparece 7 vezes
A palavra MANTEVE aparece 1 vezes
A palavra OBSOLETE aparece 1 vezes
A palavra LARGO aparece 7 vezes
A palavra ACUDISSEM aparece 1 vezes
A palavra OUVIR aparece 14 vezes
A palavra CAMINHOS aparece 1 vezes
A palavra FANTASTICA aparece 1 vezes
A palavra CANTILENA aparece 1 vezes
A palavra DOMAIN aparece 2 vezes
A palavra SEPARASSEMOS aparece 1 vezes
A palavra NOSSOS aparece 12 vezes
A palavra GERAÇÃO aparece 1 vezes
A palavra DIVINDADE aparece 1 vezes
A palavra «TU aparece 8 vezes
A palavra PUBLICAL-O aparece 1 vezes
A palavra SANGUE aparece 8 vezes
A palavra READABLE aparece 2 vezes
A palavra MAMÃE.» aparece 1 vezes
A palavra REPULSIVAS aparece 1 vezes
A palavra COUBESSE aparece 1 vezes
A palavra PROSTRADO aparece 1 vezes
A palavra CONHECERIAM aparece 1 vezes
A palavra DESCUIDO aparece 2 vezes
A palavra ABRAÇADOS aparece 1 vezes
A palavra DISCONTINUE aparece 1 vezes
A palavra TREMEU-ME aparece 1 vezes
A palavra LXII aparece 3 vezes
A palavra AMAMOS aparece 1 vezes
A palavra SUPPONHAS aparece 1 vezes
A palavra GUILHOTINA aparece 1 vezes
A palavra ENFERMA aparece 3 vezes
A palavra FALAR-ME aparece 5 vezes
A palavra PARAVAM aparece 1 vezes
A palavra EMENDEI-ME aparece 1 vezes
A palavra RAPIDA aparece 4 vezes
A palavra MULHERES aparece 9 vezes
A palavra ESCUTAI aparece 1 vezes
A palavra ESCRIPTORIO aparece 3 vezes
A palavra FITAR aparece 2 vezes
A palavra MAMÃESINHA aparece 1 vezes
A palavra ANTIGAS aparece 8 vezes
A palavra DESPEDIA-SE aparece 1 vezes
A palavra MOLESTA aparece 1 vezes
A palavra ACCESSIBLE aparece 1 vezes
A palavra MORRESSE aparece 2 vezes
A palavra DESCOBRIAM aparece 2 vezes
A palavra VIRUS aparece 1 vezes
A palavra MARISCA aparece 1 vezes
A palavra ENCARDIDO aparece 2 vezes
A palavra RESOLVI aparece 1 vezes
A palavra LANÇADO aparece 1 vezes
A palavra EXPIRAR aparece 1 vezes
A palavra CHOROU aparece 5 vezes
A palavra CONSTANCIA aparece 1 vezes
A palavra MINUTO aparece 5 vezes
A palavra PRESUMO aparece 1 vezes
A palavra APPROVA aparece 1 vezes
A palavra ENFEIXAVA aparece 1 vezes
A palavra TRANÇAS aparece 7 vezes
A palavra XLVIII aparece 2 vezes
A palavra NOMEAVA aparece 1 vezes
A palavra DEVIAM aparece 1 vezes
A palavra NATURAL aparece 19 vezes
A palavra AMIGOS aparece 22 vezes
A palavra DETIVERAM-SE aparece 1 vezes
A palavra ESPECTADOR aparece 2 vezes
A palavra «JOSÉ aparece 1 vezes
A palavra PEDE aparece 6 vezes
A palavra NUM aparece 1 vezes
A palavra TORNA aparece 2 vezes
A palavra OPPORTUNO aparece 1 vezes
A palavra MEDIDA aparece 4 vezes
A palavra CEDIA aparece 1 vezes
A palavra REFUGIO aparece 1 vezes
A palavra PAGASSE aparece 2 vezes
A palavra ALPENDRES aparece 1 vezes
A palavra VOAVAM aparece 1 vezes
A palavra APPLICABLE aparece 3 vezes
A palavra AR aparece 27 vezes
A palavra LIMÃO aparece 1 vezes
A palavra EXECUTAVA aparece 1 vezes
A palavra SOLDADO aparece 2 vezes
A palavra DAHI aparece 5 vezes
A palavra FAZEL-A aparece 1 vezes
A palavra GRATEFULLY aparece 1 vezes
A palavra PARECIDO aparece 6 vezes
A palavra ELLA....» aparece 1 vezes
A palavra CATHOLICISMO aparece 1 vezes
A palavra WORD aparece 1 vezes
A palavra VASTAS aparece 1 vezes
A palavra GRAÇAS aparece 6 vezes
A palavra CANAPÉ aparece 9 vezes
A palavra TOCA aparece 1 vezes
A palavra PEGANDO-LHE aparece 1 vezes
A palavra CADEIRAS aparece 1 vezes
A palavra LEMBRAR-SE aparece 1 vezes
A palavra ACOMPANHAL-O-HIA aparece 1 vezes
A palavra CALCULADO aparece 1 vezes
A palavra LXXV aparece 2 vezes
A palavra ALVA aparece 2 vezes
A palavra VENDO-NOS aparece 1 vezes
A palavra INCLINAVA-SE aparece 2 vezes
A palavra DIVERTEM-SE aparece 1 vezes
A palavra ARRANJOU aparece 1 vezes
A palavra BAILE aparece 4 vezes
A palavra XLI aparece 2 vezes
A palavra FURTO aparece 2 vezes
A palavra FAVORES aparece 2 vezes
A palavra UNIVERSIDADE aparece 3 vezes
A palavra RECOLHEL-A aparece 1 vezes
A palavra ESPERAVAS aparece 1 vezes
A palavra TIO,--COUSA aparece 1 vezes
A palavra EXCLUSIVA aparece 1 vezes
A palavra CASAS aparece 16 vezes
A palavra CORTINAS aparece 1 vezes
A palavra EGUAES aparece 2 vezes
A palavra POSSESSION aparece 1 vezes
A palavra REPERCUTIA aparece 1 vezes
A palavra GOSTAVAS aparece 2 vezes
A palavra CULPAS aparece 1 vezes
A palavra AUGMENTARÁ aparece 1 vezes
A palavra DESCONFIARA aparece 1 vezes
A palavra PÕEM aparece 1 vezes
A palavra PARENTES aparece 5 vezes
A palavra COMPREHENDERÁS aparece 1 vezes
A palavra HAVÍAMOS aparece 1 vezes
A palavra TIÁRA aparece 1 vezes
A palavra PAUSADO aparece 1 vezes
A palavra DANSAR aparece 1 vezes
A palavra APPLAUDIU aparece 1 vezes
A palavra TOQUE aparece 1 vezes
A palavra DESPEDIDAS aparece 3 vezes
A palavra TIRAVA-OS aparece 1 vezes
A palavra VELHICE aparece 2 vezes
A palavra SUPERIOR aparece 1 vezes
A palavra ATTACHED aparece 1 vezes
A palavra CONCENTRARÃO aparece 1 vezes
A palavra VIRTUOSAS aparece 1 vezes
A palavra MIMO aparece 1 vezes
A palavra CARROÇA aparece 1 vezes
A palavra HESITAÇÃO aparece 3 vezes
A palavra ESTIMA aparece 5 vezes
A palavra DIABO aparece 14 vezes
A palavra FRIA aparece 2 vezes
A palavra ENFADAMENTO aparece 1 vezes
A palavra IRONIA aparece 2 vezes
A palavra ABANOU aparece 3 vezes
A palavra « aparece 2 vezes
A palavra PEDIL-O aparece 2 vezes
A palavra CXXXVI aparece 2 vezes
A palavra ARDIA aparece 1 vezes
A palavra CHINS aparece 2 vezes
A palavra PERFORMANCES aparece 1 vezes
A palavra FARÁ aparece 4 vezes
A palavra 5 aparece 3 vezes
A palavra NAMORADA.» aparece 1 vezes
A palavra PROPORÇÃO aparece 1 vezes
A palavra TAXES aparece 1 vezes
A palavra HOMBROS aparece 2 vezes
A palavra LONGUISSIMAS aparece 1 vezes
A palavra SEMANAS aparece 6 vezes
A palavra AMANTISSIMA aparece 2 vezes
A palavra ADOECIAM aparece 2 vezes
A palavra SOMMA aparece 7 vezes
A palavra ACREDITAM aparece 1 vezes
A palavra FALO aparece 3 vezes
A palavra VIVEREI aparece 1 vezes
A palavra POUPAR aparece 1 vezes
A palavra ROÇA aparece 9 vezes
A palavra UNICA aparece 7 vezes
A palavra DEZESETE aparece 5 vezes
A palavra OBLIQUO aparece 1 vezes
A palavra GROSSEIRÃO aparece 1 vezes
A palavra ROTULAVA aparece 1 vezes
A palavra ATRAVESSAR aparece 2 vezes
A palavra LEVAM aparece 1 vezes
A palavra PENOSOS aparece 1 vezes
A palavra ORDENAR aparece 1 vezes
A palavra FRANCA aparece 3 vezes
A palavra REFLECTINDO aparece 4 vezes
A palavra TRAZIA aparece 28 vezes
A palavra FIDALGO aparece 1 vezes
A palavra AUGMENTEM aparece 1 vezes
A palavra PREPAROU-SE aparece 1 vezes
A palavra IMPRESSIONADO aparece 1 vezes
A palavra SUBMISSO aparece 1 vezes
A palavra DESFORÇO aparece 1 vezes
A palavra DESCAIR aparece 1 vezes
A palavra PROPOSTA aparece 1 vezes
A palavra PROFERI aparece 2 vezes
A palavra EDADE aparece 21 vezes
A palavra SYMPHONIA aparece 1 vezes
A palavra RESIDIR aparece 1 vezes
A palavra CXII aparece 2 vezes
A palavra INFRINGIR aparece 1 vezes
A palavra CONTINUAM aparece 2 vezes
A palavra CONTAR-LHE aparece 2 vezes
A palavra CAN aparece 10 vezes
A palavra DEMORAREM aparece 1 vezes
A palavra DEVAGARINHO aparece 2 vezes
A palavra CONSOLAÇÃO aparece 1 vezes
A palavra ROÍA aparece 1 vezes
A palavra PÓDEM aparece 7 vezes
A palavra INCERTEZA aparece 1 vezes
A palavra SINCERAMENTE aparece 2 vezes
A palavra ESCUTE aparece 2 vezes
A palavra ORAVA aparece 1 vezes
A palavra DURAVA-LHE aparece 1 vezes
A palavra SOMMAVA aparece 1 vezes
A palavra LIGAR aparece 1 vezes
A palavra LUIZ aparece 2 vezes
A palavra SALTOU-ME aparece 1 vezes
A palavra RECOLHENDO aparece 1 vezes
A palavra DESCONFIAVA aparece 1 vezes
A palavra REITOR aparece 4 vezes
A palavra DEVERAS aparece 1 vezes
A palavra 1.D aparece 1 vezes
A palavra PROVAVELMENTE aparece 13 vezes
A palavra FUTURE aparece 3 vezes
A palavra CONTAL-OS aparece 1 vezes
A palavra VISÃO aparece 2 vezes
A palavra MIQUELINA aparece 1 vezes
A palavra INTENÇÕES aparece 1 vezes
A palavra ETERNOS aparece 2 vezes
A palavra MATERIA aparece 14 vezes
A palavra SANGUE.» aparece 1 vezes
A palavra SORVE aparece 1 vezes
A palavra ORDENOU-SE aparece 1 vezes
A palavra CHUVA aparece 3 vezes
A palavra ENERGICO aparece 1 vezes
A palavra COÇAVA-ME aparece 1 vezes
A palavra PERGUNTAR aparece 7 vezes
A palavra TERRIVEIS aparece 2 vezes
A palavra ATIROU-SE aparece 1 vezes
A palavra CASE aparece 7 vezes
A palavra MAINTAINING aparece 1 vezes
A palavra TRAZIA-AS aparece 1 vezes
A palavra IRMÃ aparece 3 vezes
A palavra SENTIDO aparece 20 vezes
A palavra 64-6221541 aparece 1 vezes
A palavra CASAES aparece 2 vezes
A palavra APPARENTEMENTE aparece 2 vezes
A palavra PREPARAÇÃO aparece 4 vezes
A palavra ABORRECIMENTO aparece 2 vezes
A palavra ERRO aparece 6 vezes
A palavra MANGAS aparece 3 vezes
A palavra PRESAS aparece 5 vezes
A palavra JORNAES aparece 6 vezes
A palavra LIAMOS aparece 1 vezes
A palavra VOLTANDO-SE aparece 9 vezes
A palavra CATTETE aparece 5 vezes
A palavra DEIXAVA-SE aparece 1 vezes
A palavra CABELLO aparece 4 vezes
A palavra ESTUDOS aparece 9 vezes
A palavra RAPAZ aparece 10 vezes
A palavra OLHOU aparece 11 vezes
A palavra ERGUERAM aparece 1 vezes
A palavra AMIGUINHA aparece 1 vezes
A palavra FUNDINDO-SE aparece 1 vezes
A palavra BERÇO aparece 3 vezes
A palavra DEVIDAS aparece 1 vezes
A palavra AFFIRMOU aparece 2 vezes
A palavra BISPO aparece 6 vezes
A palavra CAMINHANDO aparece 1 vezes
A palavra RIO-GRANDE aparece 1 vezes
A palavra CANONISADA aparece 1 vezes
A palavra MENINO aparece 11 vezes
A palavra AQUELLES aparece 6 vezes
A palavra FÓLHOS aparece 1 vezes
A palavra CAINDO aparece 1 vezes
A palavra DISTILAVA aparece 1 vezes
A palavra ARRANCAL-A aparece 1 vezes
A palavra ADULAÇÃO aparece 2 vezes
A palavra COMPETIR aparece 2 vezes
A palavra JUNTOS aparece 10 vezes
A palavra APROVEITOU aparece 2 vezes
A palavra COMMOVIDA aparece 1 vezes
A palavra REDARGUIA aparece 1 vezes
A palavra TYPES aparece 1 vezes
A palavra MUDA aparece 2 vezes
A palavra CONVIDAR aparece 3 vezes
A palavra OUTRA aparece 139 vezes
A palavra ATÉ aparece 102 vezes
A palavra TOLERAVA-AS aparece 1 vezes
A palavra PRECISARIA aparece 1 vezes
A palavra CACHINHO aparece 1 vezes
A palavra PRANTO aparece 2 vezes
A palavra ROMANCE aparece 1 vezes
A palavra SUPPLEMENTARES aparece 1 vezes
A palavra EFFORTS aparece 3 vezes
A palavra NAMORADA aparece 2 vezes
A palavra QUERIDOS aparece 1 vezes
A palavra PEGÁMOS aparece 1 vezes
A palavra NUNCA aparece 43 vezes
A palavra ENCARQUILHAR aparece 1 vezes
A palavra SUBSTANCIA aparece 2 vezes
A palavra VINDOS aparece 1 vezes
A palavra CXLII aparece 2 vezes
A palavra PUDER aparece 3 vezes
A palavra CABELLEIRA aparece 1 vezes
A palavra DÉSSE aparece 4 vezes
A palavra MATO aparece 1 vezes
A palavra UM aparece 782 vezes
A palavra PEGAVA-ME aparece 2 vezes
A palavra MYSTERIOSO aparece 1 vezes
A palavra SACRAMENTO aparece 2 vezes
A palavra CÁ aparece 28 vezes
A palavra APPRENDEU aparece 5 vezes
A palavra DEDICAL-O aparece 1 vezes
A palavra VISINHANÇA aparece 9 vezes
A palavra PERDEU aparece 5 vezes
A palavra TEMER aparece 2 vezes
A palavra PERDOASSE aparece 1 vezes
A palavra COCHILO aparece 1 vezes
A palavra PHOTOGRAPHAR-SE aparece 1 vezes
A palavra OBRIGA aparece 2 vezes
A palavra ACTUAL aparece 1 vezes
A palavra INIQUIDADE aparece 1 vezes
A palavra VOSSO aparece 1 vezes
A palavra PARADAS aparece 1 vezes
A palavra PAE aparece 74 vezes
A palavra ADMIRAVEIS aparece 1 vezes
A palavra GOSTAM aparece 1 vezes
A palavra LXXXI aparece 2 vezes
A palavra MESURAS aparece 1 vezes
A palavra IRMÃS aparece 1 vezes
A palavra CONTOU aparece 8 vezes
A palavra CREDIT aparece 1 vezes
A palavra DESCONHECIDO aparece 1 vezes
A palavra CAVALLO aparece 12 vezes
A palavra TIDO aparece 1 vezes
A palavra PADRES aparece 6 vezes
A palavra RESPOSTAS aparece 4 vezes
A palavra SENTI-ME aparece 2 vezes
A palavra NARIZES aparece 1 vezes
A palavra FÉ aparece 6 vezes
A palavra DISCURSOS aparece 2 vezes
A palavra IMAGINAVA aparece 1 vezes
A palavra OUÇA aparece 1 vezes
A palavra GASTÁMOS aparece 2 vezes
A palavra PHYSIONOMIA aparece 1 vezes
A palavra VISÕES aparece 2 vezes
A palavra LOUÇA aparece 3 vezes
A palavra VIGAIRARIAS aparece 1 vezes
A palavra SYMETRIA aparece 1 vezes
A palavra PASSAR aparece 15 vezes
A palavra TOMAVAM aparece 1 vezes
A palavra SEGREDINHOS aparece 2 vezes
A palavra MESMO aparece 119 vezes
A palavra VOLTO aparece 2 vezes
A palavra PERVERSO aparece 1 vezes
A palavra PRINCIPIO aparece 22 vezes
A palavra CAÍAM aparece 3 vezes
A palavra MES aparece 2 vezes
A palavra INDOLE aparece 1 vezes
A palavra CRESCIDOS aparece 2 vezes
A palavra EXPLICARIAM aparece 1 vezes
A palavra ENSINADAS aparece 1 vezes
A palavra VAGAROSO aparece 2 vezes
A palavra PAREÇA aparece 2 vezes
A palavra EXPERIMENTAR-ME aparece 1 vezes
A palavra EXCLUSIVISMO aparece 1 vezes
A palavra TROCOU aparece 3 vezes
A palavra PREFERE aparece 1 vezes
A palavra DESASO aparece 1 vezes
A palavra CURA!» aparece 1 vezes
A palavra ENTERRADA aparece 1 vezes
A palavra COMPRIDO aparece 4 vezes
A palavra SEPARAR-SE aparece 1 vezes
A palavra OPPOSTO aparece 2 vezes
A palavra CASEIRA aparece 1 vezes
A palavra FUGIR-ME aparece 2 vezes
A palavra IGNORANCIA aparece 1 vezes
A palavra CHEGÁMOS aparece 3 vezes
A palavra PRECOCE aparece 1 vezes
A palavra CALIX aparece 4 vezes
A palavra JURASSE aparece 1 vezes
A palavra ENCONTRÁMOS aparece 1 vezes
A palavra CUIDASSE aparece 1 vezes
A palavra ABRIR aparece 6 vezes
A palavra DÉRA aparece 1 vezes
A palavra IDENTICO aparece 1 vezes
A palavra VÊM aparece 2 vezes
